isin,symbol,fmv
INE415A01038,HSIL,454.55
INE415I01015,KIRIINDUS,587.15
INE416A01036,SABTN,24.3
INE416D01022,BLISSGVS,209.55
INE416L01017,EROSMEDIA,207.3
INE417B01040,DSSL,45.6
INE417C01014,PILANIINVS,3042.0
INE418H01029,ALLCARGO,195.0
INE419A01022,KOTARISUG,17.3
INE419M01019,TDPOWERSYS,193.9
INE420C01042,PAISALO,297.9
INE421A01028,ABAN,215.6
INE421C01016,TVSSRICHAK,3640.1
INE421D01022,CCL,297.7
INE422C01014,TINPLATE,266.5
INE423A01024,ADANIENT,218.75
INE424C01010,GINNIFILA,38.2
INE424H01027,SUNTV,1030.0
INE425A01011,METALFORGE,33.0
INE425B01027,LYCOS,6.3
INE426A01027,ALEMBICLTD,66.3
INE426D01013,GOACARBON,962.7
INE428A01015,ALBK,68.4
INE428O01016,AIFL,463.8
INE429C01035,SINTEX,23.4
INE429F01012,SKIL,48.05
INE429I01024,CCCL,7.4
INE430G01026,JVLAGRO,35.5
INE431F01018,PKTEA,599.0
INE431L01016,SERVALL,1.95
INE434A01013,ANDHRABANK,53.6
INE435A01028,IPAPPM,364.0
INE435C01024,TEXINFRA,68.4
INE435G01025,DHANUKA,783.75
INE436A01026,ANSALAPI,27.5
INE437A01024,APOLLOHOSP,1173.85
INE437B01014,KAKATCEM,373.05
INE438A01022,APOLLOTYRE,263.75
INE439A01020,ASAHIINDIA,347.9
INE439E01022,SKIPPER,247.9
INE439L01019,DALMIABHA,2962.05
INE440A01010,ASHIMASYN,30.9
INE440L01017,TIJARIA,13.95
INE442A01024,ASSAMCO,5.1
INE442H01029,ASHOKA,229.95
INE445C01015,XPROINDIA,55.0
INE446A01025,ATLASCYCLE,199.75
INE446C01013,GLOBOFFS,35.8
INE448A01013,AUTOLITIND,67.5
INE448G01010,NATHBIOGEN,538.5
INE449A01011,AUTOAXLES,1694.65
INE449G01018,AGRITECH,110.8
INE450D01021,PITTILAM,87.5
INE450G01024,VIPCLOTHNG,78.45
INE451F01016,APOLSINHOT,1420.0
INE451L01014,MAHASTEEL,110.3
INE452L01012,ADHUNIKIND,88.8
INE452O01016,FLFL,385.9
INE453B01029,COMPUSOFT,14.5
INE453D01025,SARLAPOLY,62.8
INE453M01018,NAGAROIL,4.35
INE454M01024,NAGAFERT,23.4
INE455F01025,JPASSOCIAT,20.9
INE455I01029,KSCL,518.65
INE455O01019,PENPEBS,101.95
INE455T01018,JSLHISAR,203.95
INE456C01012,DFMFOODS,1634.95
INE457A01014,MAHABANK,19.9
INE457F01013,SALZERELEC,213.7
INE457L01011,PGEL,408.5
INE458B01036,BHAGYANGR,42.7
INE458F01011,UNITEDTEA,452.7
INE459A01010,BANARISUG,1918.95
INE460C01014,GANESHHOUC,161.9
INE460H01021,STARCEMENT,129.0
INE461B01014,REPRO,750.0
INE461C01038,GREENPLY,362.55
INE462A01022,BAYERCROP,4599.95
INE463A01038,BERGEPAINT,253.05
INE464A01028,BBL,1382.45
INE465A01025,BHARATFORG,724.9
INE466H01028,UNITY,7.1
INE467B01029,TCS,3150.0
INE470A01017,3MINDIA,18875.0
INE470Y01017,NIACL,639.0
INE471W01019,PALASHSECU,76.0
INE472A01039,BLUESTARCO,766.6
INE472M01018,MTEDUCARE,57.0
INE473A01011,LINDEINDIA,547.05
INE473B01035,HATSUN,811.5
INE473D01015,KINGFA,1029.9
INE474B01017,PSL,4.6
INE474C01015,REMSONSIND,88.0
INE474E01029,BHANDARI,3.7
INE474I01012,TULSI,2.95
INE474L01016,OMKARCHEM,74.5
INE475B01022,HIKAL,225.35
INE475E01026,CAPLIPOINT,629.0
INE476A01014,CANBK,352.0
INE477A01020,CANFINHOME,452.6
INE477B01010,DPL,156.0
INE480C01012,SDBL,257.3
INE481G01011,ULTRACEMCO,4405.9
INE481K01013,ESL,4.8
INE481Y01014,GICRE,767.4
INE482A01020,CEATLTD,1864.0
INE482B01010,TERASOFT,68.95
INE482J01021,GAL,9.3
INE483A01010,CENTRALBK,73.75
INE483B01026,ICIL,107.5
INE483C01032,TANLA,34.65
INE483S01020,INFIBEAM,158.5
INE484C01022,TIDEWATER,6973.7
INE484I01029,PRECAM,119.0
INE484J01027,GODREJPROP,809.9
INE485A01015,CENTENKA,330.95
INE485C01011,IOLCP,75.65
INE486A01013,CESC,1074.35
INE486B01011,JAINSTUDIO,4.9
INE486J01014,INFINITE,398.0
INE488B01017,TASTYBITE,9190.0
INE488D01021,AVTNPL,46.35
INE488V01015,PSPPROJECT,535.0
INE489H01020,NITINFIRE,6.4
INE490G01020,MOIL,246.05
INE491A01021,CUB,164.0
INE492A01029,CLNINDIA,646.95
INE493A01027,TATACOFFEE,147.35
INE494B01023,TVSMOTOR,712.0
INE495A01022,DALMIASUG,107.7
INE495B01038,SUVEN,231.45
INE495C01010,SANGAMIND,178.0
INE495J01015,PRADIP,2.95
INE495S01016,HPL,155.8
INE497B01018,SEAMECLTD,175.5
INE497D01014,DAMODARIND,126.9
INE498A01018,DCM,105.5
INE498B01024,SHOPERSTOP,525.0
INE498E01010,SALONA,131.0
INE498L01015,L&TFH,177.65
INE499A01024,DCMSHRIRAM,598.95
INE500A01029,DCW,40.85
INE500L01026,SHK,305.6
INE501A01019,DEEPAKFERT,404.7
INE501G01024,HTMEDIA,102.3
INE501W01021,SPTL,75.5
INE502K01016,TALWALKARS,315.5
INE503A01015,DCBBANK,181.45
INE503B01013,STEELXIND,33.75
INE505C01016,PRAENG,15.4
INE506A01018,DREDGECORP,789.9
INE508G01029,TIMETECHNO,189.2
INE509F01011,CUPID,357.9
INE509K01011,TECHNOFAB,249.0
INE510A01028,ENGINERSIN,179.0
INE510K01019,SHILPI,11.45
INE511C01022,MAGMA,165.0
INE513A01014,SCHAEFFLER,5585.6
INE516A01017,UFLEX,442.5
INE516K01024,GOENKA,0.55
INE517B01013,TTML,7.1
INE517F01014,GPPL,145.8
INE517U01013,AGLSL,120.75
INE519A01011,FOSECOIND,1799.4
INE519C01017,SUMMITSEC,1088.1
INE520A01019,ZENSARTECH,965.0
INE520H01022,BEARDSELL,65.95
INE521J01018,CAREERP,124.65
INE522D01027,MANAPPURAM,114.85
INE522F01014,COALINDIA,304.55
INE523B01011,AKSHOPTFBR,39.5
INE524A01029,GABRIEL,173.75
INE524B01027,GANDHITUBE,427.5
INE524L01026,KRIDHANINF,121.0
INE526A01016,GARDENSILK,41.2
INE526B01014,CALSOFT,60.8
INE526E01018,SHRIPISTON,1800.0
INE526G01021,VIVIMEDLAB,90.45
INE527H01019,UFO,469.95
INE528A01020,GKWLIMITED,646.0
INE528G01027,YESBANK,356.55
INE528K01011,GALLISPAT,328.9
INE529A01010,FMGOETZE,553.95
INE529D01014,PATINTLOG,80.35
INE529F01027,SIGNET,8.3
INE530B01024,IIFL,735.9
INE531A01024,KANSAINER,518.9
INE531E01026,HINDCOPPER,86.75
INE532F01054,EDELWEISS,290.0
INE533D01024,RAJRAYON,0.6
INE536A01023,GRINDWELL,537.5
INE536H01010,MAHINDCIE,230.7
INE537A01013,GTNIND,18.0
INE538A01037,GUJFLUORO,850.0
INE539A01019,GHCL,325.0
INE540G01014,AMBIKCO,1416.9
INE540H01012,VOLTAMP,1069.0
INE540L01014,ALKEM,2229.95
INE542A01039,GSCLCEMENT,34.2
INE542B01011,AKSHARCHEM,743.95
INE542C01019,NKIND,49.85
INE542F01012,RNAVAL,48.75
INE544A01019,HARRMALAYA,87.3
INE544H01014,JHS,72.65
INE544R01013,GREENLAM,1310.0
INE545A01016,HEG,2915.0
INE545H01011,TIIL,567.95
INE546Y01022,PRAXIS,315.0
INE547E01014,IMPAL,1145.0
INE548A01028,HFCL,30.0
INE548C01032,EMAMILTD,1144.9
INE549A01026,HCC,40.1
INE550B01014,HBSTOCK,49.5
INE550C01020,URJA,9.35
INE550H01011,SUPREMEINF,127.0
INE551A01022,HINDDORROL,8.0
INE553C01016,NECCLTD,29.45
INE555B01013,AXISCADES,187.85
INE557A01011,HIL,1790.0
INE557B01019,LIBERTSHOE,244.7
INE558B01017,MANGCHEFER,74.35
INE558D01021,CORALFINAC,38.95
INE559A01017,IFBIND,1285.0
INE559B01023,NAKODA,0.5
INE559D01011,CREST,245.0
INE560A01015,INDIAGLYCO,526.95
INE560K01014,PFS,35.4
INE561C01019,BHARATGEAR,203.0
INE561H01026,PARSVNATH,24.6
INE562A01011,INDIANB,372.9
INE562B01019,RAJSREESUG,48.95
INE563J01010,ASTEC,602.2
INE565A01014,IOB,22.9
INE565L01011,ZEELEARN,44.6
INE566K01011,ISFT,719.2
INE567A01010,NIPPOBATRY,880.1
INE569C01020,ORIENTABRA,49.5
INE570D01018,ARROWGREEN,480.0
INE571A01020,IPCALAB,589.0
INE571B01028,JAYBARMARU,524.0
INE572A01028,JBCHEPHARM,311.05
INE572E01012,PNBHOUSING,1304.3
INE573A01042,JKTYRE,179.5
INE573K01017,RUSHIL,1004.25
INE574I01035,ARCOTECH,48.85
INE576I01022,JKIL,335.25
INE577A01027,MUNJALSHOW,277.6
INE577L01016,STEL,118.8
INE578A01017,HEIDELBERG,157.75
INE579C01029,VIMTALABS,221.0
INE580B01029,GRUH,593.2
INE583B01015,SANDESH,1213.0
INE583C01021,DECCANCE,587.0
INE584A01023,NMDC,144.6
INE584F01014,MANGALAM,183.5
INE585B01010,MARUTI,9585.0
INE586B01026,TAJGVK,184.75
INE586G01017,GULFPETRO,83.7
INE586V01016,TCIEXP,541.0
INE587G01015,KAYA,1040.0
INE588B01014,ECEIND,376.5
INE589A01014,NLCINDIA,104.8
INE589G01011,BRFL,74.6
INE590L01019,VASWANI,16.0
INE591A01010,OILCOUNTUB,52.5
INE591G01017,NIITTECH,868.0
INE592A01026,ORIENTPPR,48.95
INE592B01016,TTL,113.35
INE592I01029,METKORE,3.6
INE594B01012,BSL,96.35
INE594H01019,THYROCARE,692.05
INE596H01014,HOVS,288.0
INE597I01010,SHARDAMOTR,2350.0
INE597J01018,SHALBY,242.0
INE597L01014,LOVABLE,229.55
INE598C01011,HISARMETAL,101.0
INE599M01018,JUSTDIAL,528.9
INE600A01035,PILITA,16.0
INE600L01024,LALPATHLAB,919.0
INE602A01015,PHILIPCARB,1295.0
INE602G01020,KITEX,294.7
INE602K01014,SYNCOM,6.7
INE603A01013,PRAKASH,218.9
INE603J01030,PIIND,914.8
INE606A01024,AMJLAND,25.8
INE607D01018,ORIENTBELL,348.4
INE607L01029,BILENERGY,1.7
INE608A01012,PSB,45.95
INE609C01024,ORIENTLTD,209.8
INE610B01024,GUJRAFFIA,83.0
INE611A01016,RSWM,364.0
INE611L01021,INDTERRAIN,216.0
INE612J01015,REPCOHOME,637.6
INE613A01020,RALLIS,252.6
INE614A01028,RAMCOIND,297.0
INE614B01018,KTKBANK,149.65
INE614G01033,RPOWER,47.7
INE615H01020,TWL,158.45
INE615I01010,GLOBUSSPR,141.95
INE615P01015,QUESS,1017.9
INE617A01013,REVATHI,698.95
INE618H01016,PARABDRUGS,8.35
INE618L01018,5PAISA,305.0
INE619A01027,RUCHISOYA,17.4
INE619B01017,NEWGEN,258.0
INE619I01012,A2ZINFRA,38.65
INE621H01010,RELIGARE,47.15
INE621L01012,TEXRAIL,105.7
INE623A01011,SAKHTISUG,24.15
INE623B01027,FEL,42.95
INE625B01014,RANASUG,7.1
INE625G01013,WELENT,178.25
INE627H01017,CTE,88.35
INE628A01036,UPL,777.0
INE629D01012,BANSWRAS,129.8
INE630A01016,SESHAPAPER,1050.0
INE631A01022,SHANTIGEAR,151.9
INE632C01026,VIDHIING,94.65
INE633B01018,POLYPLEX,518.0
INE634A01018,HONDAPOWER,1457.15
INE634I01029,KNRCON,316.05
INE635Q01029,GULFOILLUB,917.9
INE636A01039,MAWANASUG,71.7
INE637C01025,POKARNA,222.0
INE637H01024,SHIVAMAUTO,85.5
INE639K01016,NITESHEST,16.05
INE640A01023,SKFINDIA,1802.0
INE640C01011,SHAHALLOYS,22.15
INE641C01019,KAVVERITEL,12.5
INE643A01035,SONASTEER,109.2
INE643K01018,ARIHANTSUP,159.45
INE645H01027,SUTLEJTEX,100.7
INE645L01011,JUBLINDS,224.9
INE646C01018,GROBTEA,1777.0
INE646L01027,INDIGO,1225.0
INE646X01014,ASTRON,141.5
INE647A01010,SRF,1827.95
INE647O01011,ABFRL,164.0
INE648H01013,HANUNG,4.0
INE649H01011,EUROCERA,7.95
INE650K01021,8KMILES,753.0
INE650L01011,BROOKS,105.65
INE651C01018,LAKPRE,53.7
INE651G01027,SUPREMETEX,2.6
INE652F01027,CCHHL,16.75
INE655A01013,STCINDIA,163.75
INE655B01011,BANARBEADS,71.35
INE656K01010,DQE,17.7
INE657B01025,BLUECHIP,0.2
INE658G01014,SALSTEEL,6.85
INE659A01023,SUDARSCHEM,464.95
INE659D01019,SURANAIND,3.85
INE660A01013,SUNDARMFIN,1899.0
INE661I01014,BGRENERGY,134.6
INE662A01027,SUPERSPIN,17.85
INE662C01015,CHROMATIC,2.6
INE662L01016,TCIDEVELOP,499.95
INE663A01017,SUPPETRO,377.0
INE663B01015,CONTROLPR,470.0
INE663F01024,NAUKRI,1395.0
INE665A01038,SWANENERGY,217.9
INE665J01013,VMART,1542.1
INE666E01012,ANDHRACEMT,13.2
INE667A01018,SYNDIBANK,73.65
INE667G01015,SAKSOFT,226.55
INE668D01028,DONEAR,68.7
INE668F01031,JYOTHYLAB,366.95
INE669C01036,TECHM,626.2
INE669E01016,IDEA,96.1
INE670A01012,TATAELXSI,1088.45
INE670X01014,LASA,174.8
INE671A01010,HONAUT,17050.0
INE671H01015,SOBHA,575.5
INE672A01018,TATAINVEST,860.75
INE672B01032,MUNJALAU,86.0
INE672K01025,CNOVAPETRO,36.0
INE673G01013,BHARATIDIL,6.45
INE674A01014,TATASPONGE,1120.0
INE674K01013,ABCAPITAL,172.8
INE675C01017,CIGNITITEC,296.5
INE675G01018,PINCON,36.05
INE676A01019,AGCNET,122.4
INE677H01012,DEEPIND,210.85
INE680A01011,DHANBANK,27.15
INE681B01017,INDRAMEDCO,56.95
INE681C01015,KEYCORPSER,64.85
INE683A01023,SOUTHBANK,30.65
INE683C01011,MAITHANALL,905.6
INE684F01012,FSL,42.35
INE685A01028,TORNTPHARM,1369.95
INE686A01026,ITDCEM,208.9
INE686F01025,UBL,1155.5
INE686I01011,SITASHREE,4.95
INE688A01022,TCI,281.5
INE688D01026,RESPONIND,39.4
INE688E01024,HERCULES,142.8
INE688I01017,CAPF,748.2
INE688J01015,EXCEL,36.0
INE690A01010,TTKPRESTIG,7499.25
INE691A01018,UCOBANK,31.7
INE692A01016,UNIONBANK,137.0
INE692B01014,MURUDCERA,48.1
INE692G01013,XCHANGING,60.85
INE694A01020,UNITECH,8.85
INE694C01018,LAKSHVILAS,131.5
INE694D01016,VADILALIND,861.0
INE695A01019,UNITEDBNK,16.9
INE695B01025,COUNCODOS,4.45
INE699A01011,UTTAMSTL,21.8
INE699B01027,SAMBHAAV,12.75
INE700A01033,JUBILANT,962.8
INE701A01023,VHL,4878.95
INE701B01021,PUNJLLOYD,23.7
INE702C01019,APLAPOLLO,2240.0
INE703A01011,VIDEOIND,18.8
INE703B01027,RATNAMANI,1067.9
INE703H01016,HUBTOWN,122.05
INE704H01022,CINELINE,99.4
INE704P01017,COCHINSHIP,546.5
INE705A01016,VIJAYABANK,65.0
INE705C01020,SHIVATEX,616.3
INE707A01012,VINDHYATEL,1140.0
INE707C01018,CAPTRUST,503.0
INE709A01018,VLSFINANCE,91.65
INE710A01016,VSTIND,3295.5
INE711A01022,WALCHANNAG,222.55
INE712B01010,SUPERHOUSE,168.9
INE712K01011,SHREEPUSHK,276.8
INE713B01026,SURYALAXMI,91.95
INE713T01010,APOLLO,360.85
INE715A01015,WHEELS,2224.0
INE715B01013,ANDHRSUGAR,664.75
INE716A01013,WHIRLPOOL,1485.8
INE716B01011,TIPSINDLTD,108.6
INE718H01014,AUTOIND,91.1
INE719A01017,ZANDUREALT,2210.0
INE720A01015,KOTHARIPET,29.0
INE721A01013,SRTRANSFIN,1405.0
INE722A01011,SHRIRAMCIT,2069.0
INE722H01016,RJL,326.0
INE722J01012,RKDL,18.6
INE725A01022,NBVENTURES,162.4
INE725E01024,ORISSAMINE,1875.0
INE725G01011,ICRA,3989.0
INE725L01011,KARMAENG,41.85
INE726G01019,ICICIPRULI,414.85
INE726L01019,WEIZFOREX,1200.0
INE726V01018,PRICOLLTD,111.9
INE727B01026,GENESYS,294.0
INE727S01012,BRNL,185.0
INE729D01010,KILITCH,87.05
INE730A01022,ORICONENT,64.45
INE731A01020,ARCHIES,44.5
INE731C01018,KHAITANLTD,49.75
INE731H01025,ACE,175.0
INE731U01010,DIGJAMLTD,14.0
INE732A01036,KIRLOSBROS,362.0
INE732C01016,NCLIND,276.75
INE732F01019,ISMTLTD,15.4
INE733A01018,STARPAPER,275.85
INE733E01010,NTPC,170.95
INE734N01019,SNOWMAN,57.3
INE735M01018,SEPOWER,9.25
INE736A01011,CDSL,335.45
INE737B01033,SPHEREGSL,41.8
INE737H01014,FIEMIND,942.05
INE738I01010,ECLERX,1524.55
INE739A01015,MOSERBAER,5.0
INE739E01017,CERA,3523.0
INE740D01017,NRAIL,502.95
INE741L01018,DUCON,43.55
INE742A01019,PETRONENGG,133.45
INE742B01025,GUFICBIO,124.3
INE742C01031,JINDRILL,194.95
INE742F01042,ADANIPORTS,435.5
INE743C01013,MONNETISPA,29.85
INE743M01012,ORIENTREF,172.0
INE744I01034,MVL,0.55
INE745G01035,MCX,788.0
INE747B01016,NEXTMEDIA,17.6
INE747K01017,TARAPUR,7.7
INE748A01016,MBECL,61.85
INE748C01020,3IINFOTECH,6.5
INE748T01016,SIMBHALS,23.25
INE749A01030,JINDALSTEL,274.0
INE749B01012,ORTINLABSS,21.85
INE750A01020,ORIENTHOT,57.8
INE750C01026,MARKSANS,42.2
INE750M01017,HEXATRADEX,71.0
INE752E01010,POWERGRID,195.3
INE752G01015,MSPL,26.0
INE752H01013,CARERATING,1374.9
INE752P01024,FRETAIL,562.8
INE753K01015,EMMBI,199.5
INE754A01014,SUBEX,10.25
INE756C01015,NDGL,1649.25
INE757A01017,COSMOFILMS,356.0
INE757B01015,SHREYAS,594.9
INE758C01029,AHLUCONT,357.9
INE759A01021,MASTEK,493.3
INE759V01019,TMRVL,155.0
INE760A01029,KOKUYOCMLN,140.8
INE760L01018,TBZ,129.15
INE761H01022,PAGEIND,21838.6
INE763A01023,POLARIS,424.7
INE763I01026,TRIL,36.5
INE764D01017,VSTTILLERS,2379.75
INE764L01010,SADBHIN,146.3
INE765G01017,ICICIGI,805.0
INE766P01016,MAHLOG,486.0
INE767A01016,AARTIDRUGS,651.55
INE768C01010,ZYDUSWELL,1015.0
INE768E01024,AICHAMP,37.45
INE769A01020,AARTIIND,1061.8
INE771A01026,MIRZAINT,137.3
INE773I01017,ALKALI,84.0
INE774D01024,M&MFIN,475.0
INE775A01035,MOTHERSUMI,367.55
INE775B01025,KWALITY,100.95
INE776C01039,GMRINFRA,22.5
INE776I01010,MEP,91.95
INE778A01021,TECHIN,11.35
INE778B01029,ESTER,73.35
INE778K01012,EMAMIINFRA,335.0
INE780C01023,JMFINANCIL,167.85
INE781A01025,INTENTECH,100.5
INE781B01015,NOIDATOLL,14.8
INE782A01015,JCHAC,2547.45
INE782E01017,HESTERBIO,1620.0
INE782L01012,SANCO,47.15
INE784B01035,WINSOME,2.25
INE785A01026,JAYAGROGN,402.6
INE785C01048,LITL,1.7
INE785M01013,PCJEWELLER,516.0
INE786A01032,JKLAKSHMI,420.0
INE786F01031,UTTAMSUGAR,119.4
INE787D01026,BALKRISIND,1184.5
INE788B01028,INDSWFTLTD,9.3
INE788H01017,HILTON,39.0
INE789E01012,JKPAPER,149.85
INE790B01024,KCPSUGIND,29.1
INE790C01014,PATSPINLTD,24.6
INE790G01031,SHILPAMED,578.8
INE791A01024,BLBLIMITED,6.85
INE791I01019,BRIGADE,292.8
INE792H01019,GLOBALVECT,159.75
INE792I01017,CORDSCABLE,124.9
INE793A01012,ACCELYA,1497.0
INE794A01010,NEULANDLAB,843.6
INE794B01026,BALAJITELE,154.4
INE795G01014,HDFCLIFE,432.9
INE796G01012,JINDALPHOT,72.95
INE797F01012,JUBLFOOD,2148.4
INE797H01018,TGBHOTELS,55.55
INE799L01016,TARAJEWELS,17.2
INE800A01015,BIRLACABLE,54.9
INE800H01010,OMAXE,230.25
INE802B01019,LINCPEN,460.0
INE802C01017,SSWL,1128.0
INE802G01018,JETAIRWAYS,774.95
INE803H01014,RUCHIRA,185.8
INE804H01012,TFL,13.15
INE805A01014,GOLDTECH,15.9
INE805B01012,MANGTIMBER,35.2
INE805C01028,KCP,147.7
INE805D01034,SUNTECK,434.6
INE806A01020,VIKASECO,42.1
INE806C01018,TIL,625.0
INE806F01011,VIJSHAN,26.7
INE807F01027,SEQUENT,88.55
INE807K01035,SCHAND,479.9
INE808B01016,OPTOCIRCUI,11.15
INE809I01019,ONMOBILE,56.3
INE811K01011,PRESTIGE,325.0
INE812G01025,SMSPHARMA,100.0
INE813A01018,MAHLIFE,505.0
INE813H01021,TORNTPOWER,290.75
INE814H01011,ADANIPOWER,38.25
INE816B01019,FILATEX,218.75
INE817A01019,MELSTAR,4.25
INE817H01014,BURNPUR,12.4
INE818A01017,SELAN,226.0
INE818H01020,DAAWAT,94.15
INE819B01021,JENSONICOL,6.0
INE819L01012,ELGIRUBCO,50.4
INE821I01014,IRB,245.4
INE822C01015,TCPLPACK,670.0
INE822G01016,ELECTHERM,162.8
INE823A01017,KOTHARIPRO,207.0
INE823G01014,JKCEMENT,1126.15
INE824B01021,BHUSANSTL,53.6
INE824G01012,JSWHL,1713.9
INE824Q01011,MANAKSTEEL,40.5
INE825A01012,VTL,1344.95
INE825H01017,ESSDEE,73.4
INE826C01016,GUJAPOLLO,229.05
INE828A01016,BIL,491.0
INE829A01014,BIOFILCHEM,15.5
INE830Q01018,MANAKCOAT,18.95
INE831A01028,MIRCELECTR,54.0
INE831Q01016,BKMINDST,42.0
INE834I01025,KHADIM,700.0
INE834M01019,RTNINFRA,6.5
INE835A01011,VARDMNPOLY,34.5
INE835B01035,MOLDTECH,72.4
INE835D01023,HIRECT,126.95
INE835G01018,ALLSEC,418.35
INE836A01035,KPIT,220.65
INE836B01017,SATIN,489.95
INE836F01026,DISHTV,75.9
INE836H01014,MCDHOLDING,42.35
INE837H01020,ADVENZYMES,269.0
INE838B01013,BHARATRAS,4142.0
INE838E01017,PONNIERODE,181.05
INE839G01010,JOCIL,191.8
INE839M01018,SCHNEIDER,121.5
INE840M01016,ZUARI,496.2
INE841B01017,INDBANK,32.75
INE842C01021,MINDACORP,205.0
INE844A01013,PEARLPOLY,36.0
INE844K01012,BEDMUTHA,24.9
INE844O01022,GUJGASLTD,865.0
INE845D01014,GANECOS,409.7
INE847C01020,ROSSELLIND,114.9
INE848A01014,IZMO,84.95
INE848E01016,NHPC,30.0
INE849A01020,TRENT,321.95
INE849C01026,SHALPAINTS,194.0
INE849L01019,ORTEL,33.6
INE850D01014,GODREJAGRO,579.0
INE850E01012,LFIC,123.25
INE852F01015,GDL,233.25
INE854B01010,JAYNECOIND,10.5
INE854D01016,MCDOWELL-N,3309.7
INE855B01025,RAIN,404.75
INE855C01015,WEBELSOLAR,123.0
INE855F01034,BARTRONICS,14.2
INE858F01012,NITCO,134.0
INE859A01011,PNBGILTS,43.7
INE859Q01017,MANAKALUCO,13.65
INE860A01027,HCLTECH,1017.9
INE860T01019,SABEVENTS,14.2
INE861A01058,VISESHINFO,0.2
INE861B01015,MOTOGENFIN,39.35
INE862A01015,LML,9.3
INE863B01011,PREMEXPLN,440.9
INE863I01016,BANG,36.5
INE863T01013,JITFINFRA,46.25
INE864B01027,UMANGDAIRY,101.75
INE865C01022,BIRLAMONEY,81.0
INE865T01018,PDMJEPAPER,27.4
INE866K01015,INDOSOLAR,11.0
INE866R01028,MATRIMONY,934.95
INE867A01022,MANUGRAPH,53.9
INE868B01028,NCC,126.85
INE869I01013,GTPL,164.9
INE870D01012,NFL,73.9
INE870H01013,NETWORK18,57.2
INE871B01014,ZICOM,25.6
INE871C01020,AVANTIFEED,2274.7
INE871H01011,GSS,35.9
INE871K01015,HMVL,256.7
INE871L01013,TVVISION,19.95
INE872A01014,SREINFRA,97.2
INE872H01019,LUMAXTECH,760.2
INE873D01024,INDOCO,282.95
INE874F01027,RADAAN,2.85
INE874H01015,CANDC,75.8
INE874I01013,RAMKY,223.9
INE875A01025,IVRCLINFRA,5.45
INE875G01030,NDL,146.55
INE875R01011,BALKRISHNA,85.75
INE876N01018,ORIENTCEM,152.3
INE877F01012,PTC,107.4
INE877I01016,ARCHIDPLY,106.35
INE878A01011,GEPIL,944.85
INE878B01027,KEI,390.0
INE878C01033,GEMINI,1.2
INE878E01021,SETCO,67.65
INE878H01016,INVENTURE,14.45
INE878I01014,BAFNAPHARM,24.75
INE878K01010,BFINVEST,316.0
INE879A01019,SHREERAMA,14.4
INE879E01037,KANANIIND,9.8
INE879I01012,DBREALTY,63.4
INE880B01015,ANSALHSG,28.75
INE880L01014,KIOCL,349.95
INE881D01027,OFSS,4200.0
INE882A01013,MARALOVER,42.4
INE883A01011,MRF,68798.75
INE883N01014,PARAGMILK,289.2
INE884A01019,VAIBHAVGBL,760.0
INE885A01032,AMARAJABAT,820.0
INE885E01034,MAZDA,456.0
INE886A01014,IITL,110.0
INE886H01027,TV18BRDCST,63.35
INE887G01027,GOKEX,115.5
INE888B01018,PODDARHOUS,1176.95
INE889E01010,PIONDIST,201.65
INE890A01016,JMCPROJECT,569.95
INE890C01046,SANWARIA,24.25
INE891A01014,DSKULKARNI,20.4
INE891D01026,REDINGTON,185.7
INE893I01013,VASCONEQ,42.3
INE893J01029,MOLDTKPAC,359.75
INE895B01021,RUPA,453.25
INE898F01018,SIMPLEX,36.25
INE898S01029,MAJESCO,568.8
INE899L01022,UJAAS,25.5
INE900B01029,KABRAEXTRU,128.75
INE900C01027,ASAL,93.95
INE901L01018,APLLTD,576.9
INE904D01019,PDPL,21.55
INE904J01016,JINDCOT,9.45
INE907A01026,KSL,349.35
INE908D01010,SHAKTIPUMP,542.0
INE910C01018,TTKHLTCARE,840.15
INE911B01018,TCIFINANCE,36.75
INE912H01013,MBLINFRA,24.9
INE912L01015,ONELIFECAP,28.0
INE913H01037,ENDURANCE,1207.9
INE914E01040,ALANKIT,64.75
INE915B01019,INDSWFTLAB,63.6
INE915K01010,AHLWEST,289.9
INE916G01016,GEECEE,154.7
INE916U01025,SFL,1607.5
INE917H01012,SRHHYPOLTD,196.0
INE917I01010,BAJAJ-AUTO,3385.8
INE917M01012,DBL,929.0
INE918I01018,BAJAJFINSV,4863.45
INE918N01018,VETO,223.5
INE919H01018,IMFA,678.4
INE919I01016,RADIOCITY,382.55
INE920A01011,DOLPHINOFF,121.3
INE921B01025,DBSTOCKBRO,10.4
INE922A01025,BEPL,177.0
INE922B01023,PANACEABIO,317.0
INE923A01015,SILINV,485.0
INE924A01013,SALORAINTL,52.15
INE924D01017,FORTUNEFIN,258.0
INE924H01018,TARMAT,67.0
INE925C01016,MADHAV,65.3
INE926K01017,AHLEAST,392.5
INE927A01040,ROLLT,6.35
INE927C01020,SPICEMOBI,23.7
INE927D01028,JBMA,503.9
INE930H01023,KPRMILL,765.95
INE931S01010,ADANITRANS,215.0
INE932A01024,PENIND,62.35
INE932C01012,TOKYOPLAST,126.3
INE933A01014,LYKALABS,67.6
INE933B01012,MEGASOFT,14.7
INE933J01015,ARROWTEX,45.55
INE933K01021,BAJAJCORP,505.05
INE934B01028,MERCATOR,40.95
INE934S01014,GNA,458.95
INE935A01035,GLENMARK,614.75
